type,nameOrig,nameDest,amount,isFraud
TRANSFER,C0001156,M0001156,3348.932196774912,0
CASH_IN,C0001157,M0001157,9713.187692501175,0
CASH_IN,C0001158,M0001158,3089.6380034977833,0
PAYMENT,C0001159,M0001159,7096.041859647543,0
DEBIT,C0001160,M0001160,7247.1193599851595,0
TRANSFER,C0001161,M0001161,9435.754363221267,0
PAYMENT,C0001162,M0001162,6181.743110285137,0
CASH_IN,C0001163,M0001163,7122.222247823632,0
PAYMENT,C0001164,M0001164,4356.7968111422715,0
PAYMENT,C0001165,M0001165,9972.121687897255,0
DEBIT,C0001166,M0001166,3016.620030621918,0
PAYMENT,C0001167,M0001167,5986.1092049262425,0
TRANSFER,C0001168,M0001168,4501.180127070635,0
TRANSFER,C0001169,M0001169,322.8223370526417,0
TRANSFER,C0001170,M0001170,5761.039457315084,0
CASH_OUT,C0001171,M0001171,2421.560537146147,0
TRANSFER,C0001172,M0001172,1445.8627063156448,0
TRANSFER,C0001173,M0001173,9120.440955615119,0
TRANSFER,C0001174,M0001174,4254.578794079323,0
DEBIT,C0001175,M0001175,3701.6337482979857,0
PAYMENT,C0001176,M0001176,2812.2708198506807,0
TRANSFER,C0001177,M0001177,8631.378811346336,0
CASH_IN,C0001178,M0001178,4098.502768549651,0
CASH_OUT,C0001179,M0001179,7691.5895156350425,0
CASH_IN,C0001180,M0001180,8645.291671016987,0
DEBIT,C0001181,M0001181,8330.862871642817,0
CASH_OUT,C0001182,M0001182,1154.1622521502704,0
DEBIT,C0001183,M0001183,8188.843664527467,0
DEBIT,C0001184,M0001184,6995.827391174094,0
DEBIT,C0001185,M0001185,234.76327124275608,0
TRANSFER,C0001186,M0001186,1071.9795071858962,0
DEBIT,C0001187,M0001187,8306.426961743078,0
DEBIT,C0001188,M0001188,8149.73347091885,0
CASH_IN,C0001189,M0001189,1854.4443950273837,0
TRANSFER,C0001190,M0001190,2554.0256501480417,0
CASH_OUT,C0001191,M0001191,8780.649747790994,0
CASH_IN,C0001192,M0001192,5241.651681999751,0
TRANSFER,C0001193,M0001193,2579.3932656483867,0
CASH_IN,C0001194,M0001194,2856.2180045007026,0
PAYMENT,C0001195,M0001195,6847.693564842412,0
CASH_OUT,C0001196,M0001196,6499.4823620198185,0
TRANSFER,C0001197,M0001197,3953.5100412692905,0
PAYMENT,C0001198,M0001198,3929.126501406052,0
CASH_OUT,C0001199,M0001199,5724.287948100909,0
PAYMENT,C0001200,M0001200,1913.7361934314656,0
CASH_IN,C0001201,M0001201,646.6129093083184,0
CASH_IN,C0001202,M0001202,4146.217035459819,0
DEBIT,C0001203,M0001203,1207.023806032983,0
TRANSFER,C0001204,M0001204,2164.9506346330472,0
TRANSFER,C0001205,M0001205,1861.8056576938714,0
PAYMENT,C0001206,M0001206,7508.348239413355,0
TRANSFER,C0001207,M0001207,612.6298839480238,0
CASH_OUT,C0001208,M0001208,4827.484602190517,0
TRANSFER,C0001209,M0001209,7852.678748598747,0
PAYMENT,C0001210,M0001210,2459.024904928343,0
CASH_IN,C0001211,M0001211,1248.255243462386,0
PAYMENT,C0001212,M0001212,3878.974326637712,0
PAYMENT,C0001213,M0001213,4252.286038281092,0
DEBIT,C0001214,M0001214,6164.185747609982,0
TRANSFER,C0001215,M0001215,7798.569349230989,0
PAYMENT,C0001216,M0001216,4314.68478391385,0
PAYMENT,C0001217,M0001217,7183.505331555883,1
CASH_IN,C0001218,M0001218,5942.336992866426,0
PAYMENT,C0001219,M0001219,8525.026519191726,0
CASH_OUT,C0001220,M0001220,7891.231081183741,0
TRANSFER,C0001221,M0001221,9364.017403578417,0
CASH_OUT,C0001222,M0001222,4094.41748219479,0
DEBIT,C0001223,M0001223,5162.60609360292,0
CASH_IN,C0001224,M0001224,9740.074536693211,0
PAYMENT,C0001225,M0001225,5712.343078124429,0
DEBIT,C0001226,M0001226,4184.467616487574,0
DEBIT,C0001227,M0001227,2219.9879955851097,0
TRANSFER,C0001228,M0001228,7822.581729883373,0
CASH_OUT,C0001229,M0001229,3975.1547133894105,0
PAYMENT,C0001230,M0001230,623.1001044456419,0
CASH_IN,C0001231,M0001231,9904.293264568772,0
PAYMENT,C0001232,M0001232,6154.239022225339,0
CASH_IN,C0001233,M0001233,5936.245357440768,0
CASH_IN,C0001234,M0001234,1970.1473897353417,0
DEBIT,C0001235,M0001235,9613.781472252078,0
TRANSFER,C0001236,M0001236,6078.916433578276,0
CASH_IN,C0001237,M0001237,7160.881830754385,0
PAYMENT,C0001238,M0001238,7108.342429566613,0
DEBIT,C0001239,M0001239,1697.6204584544307,0
DEBIT,C0001240,M0001240,5785.566518546219,0
PAYMENT,C0001241,M0001241,6872.573293542413,0
DEBIT,C0001242,M0001242,824.2179397300864,0
DEBIT,C0001243,M0001243,4847.15601155156,0
TRANSFER,C0001244,M0001244,5707.401384051821,0
CASH_OUT,C0001245,M0001245,2939.2943054009256,0
TRANSFER,C0001246,M0001246,8598.770911533087,0
CASH_IN,C0001247,M0001247,4708.6136579318445,0
DEBIT,C0001248,M0001248,8685.12730405303,0
CASH_IN,C0001249,M0001249,748.5985809431928,0
TRANSFER,C0001250,M0001250,6141.5976590182245,0
DEBIT,C0001251,M0001251,5004.013167909452,0
PAYMENT,C0001252,M0001252,6381.496877609882,0
PAYMENT,C0001253,M0001253,9129.769732206149,0
TRANSFER,C0001254,M0001254,2450.3856714039593,0
CASH_OUT,C0001255,M0001255,7783.346460038759,0
DEBIT,C0001256,M0001256,9440.572828473016,0
DEBIT,C0001257,M0001257,6629.732405593275,0
CASH_IN,C0001258,M0001258,8673.927747419617,0
CASH_IN,C0001259,M0001259,1618.7685255722927,0
TRANSFER,C0001260,M0001260,2400.560903372304,1
CASH_IN,C0001261,M0001261,3294.514517065246,0
PAYMENT,C0001262,M0001262,9485.500279287364,0
DEBIT,C0001263,M0001263,2637.7681614127046,0
PAYMENT,C0001264,M0001264,4003.0971836433414,0
PAYMENT,C0001265,M0001265,5418.9947768058155,0
PAYMENT,C0001266,M0001266,157.71909954196084,0
TRANSFER,C0001267,M0001267,3976.397191548916,0
DEBIT,C0001268,M0001268,1102.7454375871814,0
TRANSFER,C0001269,M0001269,7508.539323332296,0
TRANSFER,C0001270,M0001270,7895.7869978275485,0
TRANSFER,C0001271,M0001271,3921.226122159154,0
CASH_IN,C0001272,M0001272,9089.156279219887,0
CASH_IN,C0001273,M0001273,5294.989181257325,0
PAYMENT,C0001274,M0001274,6658.917159699707,0
CASH_IN,C0001275,M0001275,1971.0580851912719,0
CASH_OUT,C0001276,M0001276,3802.634029324681,0
TRANSFER,C0001277,M0001277,6560.896880070627,0
DEBIT,C0001278,M0001278,4809.334911259037,0
PAYMENT,C0001279,M0001279,4751.4624127063635,0
CASH_OUT,C0001280,M0001280,1731.5246223937297,0
CASH_OUT,C0001281,M0001281,5196.122710168359,0
TRANSFER,C0001282,M0001282,7875.113522873167,0
PAYMENT,C0001283,M0001283,7064.677564494117,0
PAYMENT,C0001284,M0001284,8838.513241117353,0
PAYMENT,C0001285,M0001285,4495.5019095040625,0
CASH_OUT,C0001286,M0001286,3224.969112203806,0
TRANSFER,C0001287,M0001287,4324.112262895319,0
DEBIT,C0001288,M0001288,5371.649864412088,0
CASH_OUT,C0001289,M0001289,4692.664684170173,0
TRANSFER,C0001290,M0001290,8679.419022245314,0
TRANSFER,C0001291,M0001291,1089.0006978488998,0
CASH_IN,C0001292,M0001292,1402.3394135251233,0
DEBIT,C0001293,M0001293,5160.640133328439,0
CASH_IN,C0001294,M0001294,6383.435501847182,0
CASH_IN,C0001295,M0001295,5235.366613033013,0
TRANSFER,C0001296,M0001296,8184.0279679489895,0
CASH_IN,C0001297,M0001297,7569.333618321895,0
PAYMENT,C0001298,M0001298,5065.8865119423535,0
DEBIT,C0001299,M0001299,109.94830380055664,0
DEBIT,C0001300,M0001300,5477.733587227429,0
CASH_IN,C0001301,M0001301,7272.950748593725,0
PAYMENT,C0001302,M0001302,1121.470154889803,0
DEBIT,C0001303,M0001303,1476.1464542285319,0
PAYMENT,C0001304,M0001304,4849.140775222548,0
CASH_OUT,C0001305,M0001305,8683.067680346046,0
CASH_IN,C0001306,M0001306,293.25589565614706,0
PAYMENT,C0001307,M0001307,3185.152467010387,0
DEBIT,C0001308,M0001308,9112.700430185669,0
PAYMENT,C0001309,M0001309,1800.113189295881,0
TRANSFER,C0001310,M0001310,3396.3015899300285,0
TRANSFER,C0001311,M0001311,5345.5313925835535,0
CASH_IN,C0001312,M0001312,7055.353567992346,0
DEBIT,C0001313,M0001313,6998.117890737877,0
PAYMENT,C0001314,M0001314,8706.463812928794,0
CASH_OUT,C0001315,M0001315,9826.798124046993,0
CASH_IN,C0001316,M0001316,2046.2080463584898,0
DEBIT,C0001317,M0001317,4100.797451521092,0
CASH_OUT,C0001318,M0001318,3388.994706427043,0
CASH_IN,C0001319,M0001319,4530.881500503438,0
CASH_OUT,C0001320,M0001320,2608.880535751026,0
DEBIT,C0001321,M0001321,5658.829572101069,0
TRANSFER,C0001322,M0001322,1966.87570719129,0
CASH_IN,C0001323,M0001323,1653.0151168560626,0
TRANSFER,C0001324,M0001324,3879.0238723211646,0
TRANSFER,C0001325,M0001325,3305.693989481112,0
TRANSFER,C0001326,M0001326,1881.053824506671,0
DEBIT,C0001327,M0001327,7306.417568422184,0
TRANSFER,C0001328,M0001328,8196.736622748858,0
TRANSFER,C0001329,M0001329,2549.8092094329904,0
CASH_IN,C0001330,M0001330,2117.9396564341323,0
PAYMENT,C0001331,M0001331,6912.906234546825,0
CASH_OUT,C0001332,M0001332,8717.662905632871,0
CASH_IN,C0001333,M0001333,1188.476567724731,0
TRANSFER,C0001334,M0001334,6097.427581854622,0
CASH_OUT,C0001335,M0001335,7225.43375475348,0
DEBIT,C0001336,M0001336,5034.521516949687,0
TRANSFER,C0001337,M0001337,7697.178246089485,0
PAYMENT,C0001338,M0001338,3159.267703901566,0
CASH_IN,C0001339,M0001339,4638.380846968943,0
TRANSFER,C0001340,M0001340,1980.3696188758945,0
CASH_OUT,C0001341,M0001341,8317.977112645385,0
DEBIT,C0001342,M0001342,9037.181923114716,0
TRANSFER,C0001343,M0001343,1813.0300230315988,0
PAYMENT,C0001344,M0001344,7681.463759013639,0
PAYMENT,C0001345,M0001345,1481.9607789788058,0
TRANSFER,C0001346,M0001346,9465.575654537079,0
CASH_OUT,C0001347,M0001347,1356.4563333744507,0
TRANSFER,C0001348,M0001348,3731.275671533991,0
TRANSFER,C0001349,M0001349,6703.467290729789,0
DEBIT,C0001350,M0001350,9961.662215387967,0
DEBIT,C0001351,M0001351,5842.219628560585,0
PAYMENT,C0001352,M0001352,1855.4599180015696,0
PAYMENT,C0001353,M0001353,4110.036890479188,0
CASH_IN,C0001354,M0001354,722.1908841923974,0
CASH_OUT,C0001355,M0001355,9046.45614247727,0
CASH_OUT,C0001356,M0001356,6231.733014590932,0
DEBIT,C0001357,M0001357,4590.793902781973,0
CASH_OUT,C0001358,M0001358,8385.883880597248,0
TRANSFER,C0001359,M0001359,6106.854525962024,0
TRANSFER,C0001360,M0001360,5786.299436589108,0
TRANSFER,C0001361,M0001361,5044.443335100661,0
DEBIT,C0001362,M0001362,917.829688199846,0
DEBIT,C0001363,M0001363,9450.06482546392,0
DEBIT,C0001364,M0001364,6974.729521624043,0
DEBIT,C0001365,M0001365,3804.0574510145098,0
DEBIT,C0001366,M0001366,6546.040396611009,0
CASH_IN,C0001367,M0001367,2916.9613762294457,0
CASH_IN,C0001368,M0001368,1209.0014185521625,0
CASH_IN,C0001369,M0001369,4710.843746208589,0
CASH_IN,C0001370,M0001370,9542.334990067406,0
CASH_OUT,C0001371,M0001371,8462.21814278006,0
CASH_OUT,C0001372,M0001372,8246.537348529611,0
CASH_OUT,C0001373,M0001373,1068.1705499496152,0
DEBIT,C0001374,M0001374,8916.123744531307,0
CASH_OUT,C0001375,M0001375,5355.0513603189875,0
CASH_IN,C0001376,M0001376,5893.909295663396,0
CASH_IN,C0001377,M0001377,1384.748526139924,0
CASH_IN,C0001378,M0001378,711.1365699103012,0
CASH_OUT,C0001379,M0001379,1245.57301025485,0
PAYMENT,C0001380,M0001380,4773.843151598316,0
TRANSFER,C0001381,M0001381,7961.778003538651,0
TRANSFER,C0001382,M0001382,2664.939037075457,0
CASH_IN,C0001383,M0001383,6513.442655052323,0
TRANSFER,C0001384,M0001384,5321.080343410289,0
PAYMENT,C0001385,M0001385,6590.429686892247,0
CASH_OUT,C0001386,M0001386,4195.786974898066,0
CASH_IN,C0001387,M0001387,3968.325691428156,0
CASH_IN,C0001388,M0001388,9405.317387260677,0
TRANSFER,C0001389,M0001389,5773.745155251442,0
CASH_OUT,C0001390,M0001390,8862.684318538839,0
DEBIT,C0001391,M0001391,4450.738319744676,0
PAYMENT,C0001392,M0001392,4136.2230364311135,0
CASH_IN,C0001393,M0001393,3190.88075179644,0
CASH_IN,C0001394,M0001394,2924.0790497619882,0
CASH_OUT,C0001395,M0001395,6322.07652174534,0
PAYMENT,C0001396,M0001396,9455.764752888868,0
PAYMENT,C0001397,M0001397,6415.53332792983,0
PAYMENT,C0001398,M0001398,4858.911101360599,0
CASH_IN,C0001399,M0001399,5945.879765768746,0
CASH_OUT,C0001400,M0001400,1952.0282744575368,0
DEBIT,C0001401,M0001401,572.6125045529362,0
DEBIT,C0001402,M0001402,6082.688507639838,0
PAYMENT,C0001403,M0001403,9549.777189255361,0
CASH_IN,C0001404,M0001404,8456.911960518695,0
PAYMENT,C0001405,M0001405,5357.5952810711415,0
TRANSFER,C0001406,M0001406,3340.597442147657,0
DEBIT,C0001407,M0001407,6597.772038456968,0
DEBIT,C0001408,M0001408,4479.875724582321,0
PAYMENT,C0001409,M0001409,4073.0257826514494,0
PAYMENT,C0001410,M0001410,9268.910496524106,0
CASH_IN,C0001411,M0001411,889.1981481525479,0
PAYMENT,C0001412,M0001412,8523.04181565956,0
PAYMENT,C0001413,M0001413,4919.065609143487,0
CASH_OUT,C0001414,M0001414,5103.229671559081,0
TRANSFER,C0001415,M0001415,7227.321042726486,0
CASH_IN,C0001416,M0001416,9242.332526499093,0
CASH_OUT,C0001417,M0001417,5455.101094445816,0
PAYMENT,C0001418,M0001418,5224.28385601829,0
DEBIT,C0001419,M0001419,4070.8585897715543,0
CASH_IN,C0001420,M0001420,3166.45952967904,0
CASH_IN,C0001421,M0001421,4075.3480168002775,0
CASH_IN,C0001422,M0001422,7869.710391616951,0
DEBIT,C0001423,M0001423,5742.231147196637,0
CASH_OUT,C0001424,M0001424,3633.1000455061435,0
TRANSFER,C0001425,M0001425,5775.470043337555,0
TRANSFER,C0001426,M0001426,3487.060915642082,0
PAYMENT,C0001427,M0001427,3955.2201021027613,0
DEBIT,C0001428,M0001428,8100.272536002732,0
PAYMENT,C0001429,M0001429,3335.9546309953002,0
CASH_OUT,C0001430,M0001430,4731.497917936655,0
CASH_IN,C0001431,M0001431,2015.8493324205008,0
TRANSFER,C0001432,M0001432,5817.900025500749,0
TRANSFER,C0001433,M0001433,4754.371933759445,0
CASH_OUT,C0001434,M0001434,263.98817343948,0
CASH_OUT,C0001435,M0001435,3833.306140909616,0
CASH_IN,C0001436,M0001436,504.13910750053304,0
PAYMENT,C0001437,M0001437,8932.266305622546,0
PAYMENT,C0001438,M0001438,1956.278203974705,0
PAYMENT,C0001439,M0001439,2649.5449964310146,0
DEBIT,C0001440,M0001440,5623.907897503501,0
TRANSFER,C0001441,M0001441,7591.7176876021695,0
TRANSFER,C0001442,M0001442,4016.509695043323,0
DEBIT,C0001443,M0001443,8609.244483303031,0
PAYMENT,C0001444,M0001444,1779.1830503381334,0
CASH_OUT,C0001445,M0001445,8146.978667524329,0
TRANSFER,C0001446,M0001446,9177.767727874667,0
CASH_IN,C0001447,M0001447,5607.458932235971,0
DEBIT,C0001448,M0001448,7075.814050210068,0
CASH_IN,C0001449,M0001449,5212.986243097783,0
CASH_OUT,C0001450,M0001450,354.70542893608626,0
DEBIT,C0001451,M0001451,1040.0746154252815,0
CASH_IN,C0001452,M0001452,894.1927097966995,0
DEBIT,C0001453,M0001453,5584.677389076757,0
CASH_OUT,C0001454,M0001454,5372.034294088115,0
PAYMENT,C0001455,M0001455,543.8355866894118,0
DEBIT,C0001456,M0001456,3797.5484852317763,0
CASH_IN,C0001457,M0001457,261.6564171011848,0
TRANSFER,C0001458,M0001458,7043.665736621007,0
PAYMENT,C0001459,M0001459,8423.188122931395,0
CASH_OUT,C0001460,M0001460,9571.845388021988,0
CASH_IN,C0001461,M0001461,2296.0159161842607,0
DEBIT,C0001462,M0001462,270.2659607298463,0
TRANSFER,C0001463,M0001463,5480.881177270206,0
TRANSFER,C0001464,M0001464,9280.621708102099,1
DEBIT,C0001465,M0001465,6885.920235023715,0
DEBIT,C0001466,M0001466,727.1021992982652,0
DEBIT,C0001467,M0001467,3380.2360800418605,0
CASH_IN,C0001468,M0001468,5386.531231268757,0
CASH_OUT,C0001469,M0001469,3771.9246262669235,0
TRANSFER,C0001470,M0001470,4147.5166829548425,0
PAYMENT,C0001471,M0001471,7295.185227453722,0
CASH_IN,C0001472,M0001472,4993.869212179268,0
DEBIT,C0001473,M0001473,9906.27667114421,0
CASH_OUT,C0001474,M0001474,569.4013099546846,0
CASH_IN,C0001475,M0001475,8901.2187037238,0
CASH_OUT,C0001476,M0001476,8085.112815113361,0
DEBIT,C0001477,M0001477,9182.032525220637,0
CASH_IN,C0001478,M0001478,3322.403093753811,0
DEBIT,C0001479,M0001479,5285.108422645213,0
DEBIT,C0001480,M0001480,6755.484318631095,0
DEBIT,C0001481,M0001481,4328.979355851245,0
CASH_OUT,C0001482,M0001482,2963.821791802861,0
CASH_OUT,C0001483,M0001483,8123.879029488498,0
DEBIT,C0001484,M0001484,9486.991775193192,0
CASH_IN,C0001485,M0001485,4886.342833829856,0
CASH_IN,C0001486,M0001486,4444.032146894378,0
DEBIT,C0001487,M0001487,2871.8734239471287,0
PAYMENT,C0001488,M0001488,6969.492924299393,0
CASH_OUT,C0001489,M0001489,9160.33366462387,0
CASH_IN,C0001490,M0001490,3275.339025423335,0
TRANSFER,C0001491,M0001491,7729.650851049464,0
TRANSFER,C0001492,M0001492,7070.3977048073375,0
DEBIT,C0001493,M0001493,595.6723615126058,0
CASH_OUT,C0001494,M0001494,5661.643707051311,0
CASH_IN,C0001495,M0001495,4091.357586382618,0
PAYMENT,C0001496,M0001496,8027.00916499679,0
CASH_OUT,C0001497,M0001497,9335.457625463448,0
DEBIT,C0001498,M0001498,8138.753507847258,0
CASH_IN,C0001499,M0001499,4616.345860148666,0
CASH_OUT,C0001500,M0001500,2828.67078654884,0
CASH_IN,C0001501,M0001501,1538.9027403357925,0
CASH_IN,C0001502,M0001502,1175.0589759000763,0
TRANSFER,C0001503,M0001503,2922.305645986606,0
PAYMENT,C0001504,M0001504,7559.1990115153885,0
PAYMENT,C0001505,M0001505,4294.491515656239,0
TRANSFER,C0001506,M0001506,5932.973266956841,0
TRANSFER,C0001507,M0001507,9323.984556577558,0
CASH_IN,C0001508,M0001508,7432.778843990997,0
PAYMENT,C0001509,M0001509,8682.238352084862,0
DEBIT,C0001510,M0001510,2611.529729354224,0
PAYMENT,C0001511,M0001511,3627.9954534582916,0
CASH_IN,C0001512,M0001512,6964.926751570469,0
CASH_OUT,C0001513,M0001513,5537.093532059333,0
PAYMENT,C0001514,M0001514,3718.5666490578183,0
CASH_IN,C0001515,M0001515,1700.3993381411142,0
DEBIT,C0001516,M0001516,9939.912310105146,0
TRANSFER,C0001517,M0001517,8413.339853377354,0
TRANSFER,C0001518,M0001518,4929.51924947493,0
PAYMENT,C0001519,M0001519,6509.89394370273,0
DEBIT,C0001520,M0001520,1198.422161723426,0
DEBIT,C0001521,M0001521,6888.317388781839,0
CASH_OUT,C0001522,M0001522,4930.35509549945,0
CASH_IN,C0001523,M0001523,6710.369622705327,0
PAYMENT,C0001524,M0001524,7645.678149210645,0
DEBIT,C0001525,M0001525,5966.68231682374,0
TRANSFER,C0001526,M0001526,1888.505115848923,0
CASH_OUT,C0001527,M0001527,9861.937546301177,0
CASH_IN,C0001528,M0001528,4154.420016243802,0
PAYMENT,C0001529,M0001529,1300.4555929286043,0
CASH_IN,C0001530,M0001530,9170.611248609013,0
CASH_OUT,C0001531,M0001531,8555.757141756676,0
DEBIT,C0001532,M0001532,7490.769968521239,0
PAYMENT,C0001533,M0001533,9374.898156839794,0
TRANSFER,C0001534,M0001534,7330.3220569572995,0
DEBIT,C0001535,M0001535,2291.253744966847,0
PAYMENT,C0001536,M0001536,891.8497496598233,0
CASH_OUT,C0001537,M0001537,1705.5235549377655,0
CASH_OUT,C0001538,M0001538,2427.2633521289245,0
CASH_IN,C0001539,M0001539,5814.196257266464,0
DEBIT,C0001540,M0001540,6253.703555817746,0
PAYMENT,C0001541,M0001541,8886.07995264731,0
TRANSFER,C0001542,M0001542,3818.40685007819,0
PAYMENT,C0001543,M0001543,9047.880154110504,0
TRANSFER,C0001544,M0001544,3570.0023780180854,0
CASH_IN,C0001545,M0001545,4400.418629369252,0
PAYMENT,C0001546,M0001546,2433.928774945222,0
TRANSFER,C0001547,M0001547,682.5045969926114,0
DEBIT,C0001548,M0001548,2146.527683393654,0
DEBIT,C0001549,M0001549,7766.025000649196,0
TRANSFER,C0001550,M0001550,700.2294502180395,0
DEBIT,C0001551,M0001551,9837.476218595506,0
PAYMENT,C0001552,M0001552,2533.352216769681,0
DEBIT,C0001553,M0001553,9767.873559616677,0
TRANSFER,C0001554,M0001554,9039.071946275204,0
CASH_IN,C0001555,M0001555,473.1544381086805,0
CASH_OUT,C0001556,M0001556,6552.912744885605,0
DEBIT,C0001557,M0001557,2804.391402249393,0
CASH_IN,C0001558,M0001558,1071.534801203784,0
DEBIT,C0001559,M0001559,7861.53509969368,0
TRANSFER,C0001560,M0001560,4218.233497880282,0
TRANSFER,C0001561,M0001561,1013.4182494504806,0
PAYMENT,C0001562,M0001562,385.8813626291213,0
PAYMENT,C0001563,M0001563,2950.9261183296267,0
PAYMENT,C0001564,M0001564,6569.780798930613,0
DEBIT,C0001565,M0001565,3163.3950056208314,0
CASH_OUT,C0001566,M0001566,6279.420044399369,0
PAYMENT,C0001567,M0001567,6410.151284173664,0
TRANSFER,C0001568,M0001568,6500.16803660813,0
PAYMENT,C0001569,M0001569,8203.888486433658,0
CASH_IN,C0001570,M0001570,666.4409489356493,0
DEBIT,C0001571,M0001571,6312.372320568433,0
PAYMENT,C0001572,M0001572,5133.177680970771,0
CASH_IN,C0001573,M0001573,9303.206980397325,0
DEBIT,C0001574,M0001574,6969.322602291623,0
DEBIT,C0001575,M0001575,2302.243407461805,0
PAYMENT,C0001576,M0001576,217.13602435568745,0
CASH_OUT,C0001577,M0001577,2285.894588819598,0
PAYMENT,C0001578,M0001578,1791.71890719934,0
CASH_IN,C0001579,M0001579,8565.6068186943,0
CASH_IN,C0001580,M0001580,4635.486022529334,0
PAYMENT,C0001581,M0001581,1921.0989163967818,0
TRANSFER,C0001582,M0001582,3532.7053681448137,0
CASH_IN,C0001583,M0001583,1119.188807970435,0
PAYMENT,C0001584,M0001584,4921.625687747927,0
DEBIT,C0001585,M0001585,2166.9701783554674,0
DEBIT,C0001586,M0001586,8564.196661467307,0
TRANSFER,C0001587,M0001587,2268.919769710852,0
CASH_OUT,C0001588,M0001588,2695.4053324280335,0
CASH_OUT,C0001589,M0001589,3463.454327887724,0
TRANSFER,C0001590,M0001590,1087.1852215044787,0
DEBIT,C0001591,M0001591,9520.636260961946,0
PAYMENT,C0001592,M0001592,6023.206699335322,0
CASH_OUT,C0001593,M0001593,6053.997642066333,0
DEBIT,C0001594,M0001594,1428.9737345695419,0
CASH_IN,C0001595,M0001595,9434.543970558712,0
PAYMENT,C0001596,M0001596,2409.788347243248,0
CASH_OUT,C0001597,M0001597,232.38335130066014,0
CASH_IN,C0001598,M0001598,1520.792538054978,0
CASH_IN,C0001599,M0001599,7842.580611885625,0
PAYMENT,C0001600,M0001600,8868.048062511301,0
CASH_OUT,C0001601,M0001601,5262.107243376416,0
CASH_IN,C0001602,M0001602,1766.6137773049927,0
PAYMENT,C0001603,M0001603,9576.37483292033,0
TRANSFER,C0001604,M0001604,4056.409628280712,0
CASH_IN,C0001605,M0001605,9313.011191612653,0
TRANSFER,C0001606,M0001606,5985.538948078778,0
DEBIT,C0001607,M0001607,663.734271749381,0
TRANSFER,C0001608,M0001608,8318.936931448185,0
TRANSFER,C0001609,M0001609,9566.279033976254,0
PAYMENT,C0001610,M0001610,3555.5418599657705,0
DEBIT,C0001611,M0001611,3551.272390266907,0
PAYMENT,C0001612,M0001612,3601.4568544927383,0
CASH_IN,C0001613,M0001613,1202.533969596349,0
DEBIT,C0001614,M0001614,5641.495739227016,0
CASH_OUT,C0001615,M0001615,6864.594151422907,0
DEBIT,C0001616,M0001616,6598.157314906083,0
CASH_IN,C0001617,M0001617,2966.9118193023414,0
TRANSFER,C0001618,M0001618,3819.230858775817,0
DEBIT,C0001619,M0001619,1880.544190250878,0
CASH_IN,C0001620,M0001620,5353.835363260301,0
DEBIT,C0001621,M0001621,4548.239268880015,0
DEBIT,C0001622,M0001622,4235.912298086912,0
CASH_OUT,C0001623,M0001623,6087.124556069116,0
CASH_OUT,C0001624,M0001624,1509.6031101830122,0
CASH_IN,C0001625,M0001625,1801.834146677639,0
DEBIT,C0001626,M0001626,4229.770556770679,0
CASH_IN,C0001627,M0001627,6304.673042105892,0
TRANSFER,C0001628,M0001628,9411.895096527403,0
TRANSFER,C0001629,M0001629,2429.0321603225693,0
CASH_OUT,C0001630,M0001630,7746.541602233511,0
DEBIT,C0001631,M0001631,9087.851792307576,0
TRANSFER,C0001632,M0001632,4862.866557120943,0
DEBIT,C0001633,M0001633,1050.162537241851,0
DEBIT,C0001634,M0001634,7124.928035220433,0
DEBIT,C0001635,M0001635,1760.4928071122338,0
PAYMENT,C0001636,M0001636,7656.21314497315,0
TRANSFER,C0001637,M0001637,4036.7336950072017,0
CASH_OUT,C0001638,M0001638,3966.3153204873756,0
CASH_OUT,C0001639,M0001639,4205.54541179143,0
CASH_IN,C0001640,M0001640,4147.946041377515,0
CASH_OUT,C0001641,M0001641,890.8290720050383,0
DEBIT,C0001642,M0001642,621.8651131897624,0
TRANSFER,C0001643,M0001643,4452.182045784384,0
CASH_OUT,C0001644,M0001644,8320.312724247222,0
CASH_OUT,C0001645,M0001645,5123.980629780689,0
DEBIT,C0001646,M0001646,5290.288693788856,0
PAYMENT,C0001647,M0001647,9434.226359829074,0
PAYMENT,C0001648,M0001648,1215.0742257603497,0
DEBIT,C0001649,M0001649,4658.258755078093,0
DEBIT,C0001650,M0001650,9545.683985324613,0
CASH_IN,C0001651,M0001651,5395.1383257911075,0
DEBIT,C0001652,M0001652,7350.60274359347,0
DEBIT,C0001653,M0001653,4163.735517384447,0
PAYMENT,C0001654,M0001654,7240.869051785013,0
PAYMENT,C0001655,M0001655,4739.582252276542,0
PAYMENT,C0001656,M0001656,6375.762209831911,0
TRANSFER,C0001657,M0001657,9072.145705937002,0
CASH_IN,C0001658,M0001658,8878.82308881484,0
DEBIT,C0001659,M0001659,6796.723919479232,0
CASH_OUT,C0001660,M0001660,817.9934308639536,0
DEBIT,C0001661,M0001661,1696.4727237278266,0
DEBIT,C0001662,M0001662,1343.560641668048,0
CASH_OUT,C0001663,M0001663,8435.37547895052,0
PAYMENT,C0001664,M0001664,1787.6030649600473,0
CASH_OUT,C0001665,M0001665,817.9483337582261,0
CASH_OUT,C0001666,M0001666,6248.885464294186,0
TRANSFER,C0001667,M0001667,3917.8207194465576,0
PAYMENT,C0001668,M0001668,4097.130098479633,0
TRANSFER,C0001669,M0001669,888.2147318653166,0
